City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
606,Half Moon Bay,US,55.4,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
607,Bundaberg,AU,82.4,overcast clouds,-24.85,152.35,Takalvan Motel
610,Tres Lagoas,BR,75.45,overcast clouds,-20.7511,-51.6783,Druds Express Hotel
611,Kushima,JP,57.2,mist,31.4583,131.2333,Hanaoka
612,San Andres,CO,78.8,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
613,Amarante Do Maranhao,BR,73.85,light rain,-5.5667,-46.7422,Hotéis Caçulinha
615,Jacareacanga,BR,74.79,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
619,Bowen,AU,82.4,scattered clouds,-20.0167,148.2333,Castle Motor Lodge Motel
620,Katherine,AU,82.4,broken clouds,-14.4667,132.2667,Pine Tree Motel
621,Baturaja,ID,74.16,overcast clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
623,Camana,PE,71.53,broken clouds,-16.6228,-72.7111,Hostal Morales
624,Qui Nhon,VN,68.22,few clouds,13.7667,109.2333,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
625,Icod De Los Vinos,ES,59.0,overcast clouds,28.3724,-16.7119,Hotel Rural El Patio
626,Kulhudhuffushi,MV,81.52,scattered clouds,6.6221,73.07,Haajy Guest House 1
629,Sibiti,CG,69.31,light rain,-3.6819,13.3499,"LE PAPYRUS (hôtel, bar et restaurant)"
631,Pozo Colorado,PY,81.07,light rain,-23.4923,-58.7972,Hospedaje la Amistad
634,Playas,EC,77.4,broken clouds,-2.6333,-80.3833,Hostal Promenade
635,Pahrump,US,53.01,overcast clouds,36.2083,-115.9839,Best Western Pahrump Oasis
636,Carbonia,IT,55.99,few clouds,39.1672,8.5222,Lu 'Hotel
637,Isabela,PH,82.4,broken clouds,6.7085,121.9711,Isawad Resort
639,Paracuru,BR,81.0,broken clouds,-3.41,-39.0306,Hotel Vento Brasil
641,Gombong,ID,60.01,broken clouds,-7.6072,109.5142,Grafika Hotel Dan Restoran
642,Sao Felix Do Xingu,BR,74.86,light rain,-6.6447,-51.995,Rio Xingu Camping
643,Aljezur,PT,59.0,overcast clouds,37.3191,-8.8033,Amazigh Hostel
647,Gisborne,NZ,80.01,scattered clouds,-38.6533,178.0042,ASURE Alfresco Motor Lodge
650,Huayucachi,PE,54.82,moderate rain,-12.1333,-75.2333,Hostal Molinos
652,Riachao,BR,75.63,clear sky,-7.3619,-46.6172,Pousada Nordestina
653,Fortuna Foothills,US,62.6,clear sky,32.6578,-114.4119,Fortuna De Oro RV Park
654,Tutoia,BR,77.77,overcast clouds,-2.7619,-42.2744,Pousada Guará's
656,Gushikawa,JP,66.2,scattered clouds,26.3544,127.8686,Kirari Guest House
657,Dwarka,IN,67.62,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
658,Dosso,NE,68.4,few clouds,13.049000000000001,3.1937,Hotel Toubal
659,Ojinaga,MX,66.2,clear sky,29.5667,-104.4167,Suites Las Palmas
662,Curvelo,BR,70.16,clear sky,-18.7564,-44.4308,Pontal Plaza Hotel
665,Chuka,KE,60.39,broken clouds,-0.3332,37.6459,Mountain Breeze Guest House
666,San Jose De Guanipa,VE,78.06,overcast clouds,8.8872,-64.1651,HOTEL 283 SUITES
667,Manta,EC,80.6,scattered clouds,-0.95,-80.7333,Balandra Hotel
668,Poum,NC,81.77,overcast clouds,-20.2333,164.0167,Gîte kajeon
671,Harper,LR,78.17,few clouds,4.375,-7.7169,Screensaver
672,Birnin Kebbi,NG,69.91,overcast clouds,12.4539,4.1975,Saffar Guest Inn Ltd
674,Balikpapan,ID,78.8,scattered clouds,-1.2675,116.8289,Grand Jatra Hotel Balikpapan
676,Batticaloa,LK,75.58,overcast clouds,7.7102,81.6924,Grand Star Guest House
678,Sinnamary,GF,77.56,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
679,Rantauprapat,ID,74.7,broken clouds,2.1,99.8333,Permata Land Hotel & Resort
680,Mana,GF,77.5,overcast clouds,5.6592,-53.7767,LE SAMANA
683,Puri,IN,66.2,fog,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
684,Yenagoa,NG,76.33,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
685,Auki,SB,85.33,broken clouds,-8.7676,160.7034,Auki Motel
