City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Dukat,RU,62.55,155.55,-34.87,80,100,3.89,overcast clouds
349,Wukari,NG,7.85,9.7833,73.54,21,95,4.36,overcast clouds
350,Severodvinsk,RU,64.5635,39.8302,10.4,85,90,6.71,overcast clouds
351,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.67,84,55,9.53,broken clouds
352,Mount Gambier,AU,-37.8333,140.7667,86.0,15,100,8.05,overcast clouds
353,San Fernando,PH,15.0286,120.6898,77.0,88,75,2.3,broken clouds
354,Vestmannaeyjar,IS,63.4427,-20.2734,31.69,89,60,26.15,broken clouds
355,Port Lincoln,AU,-34.7333,135.8667,75.16,54,100,12.53,overcast clouds
356,Kalagarh,IN,29.5,78.75,54.46,48,30,3.65,scattered clouds
357,Quelimane,MZ,-17.8786,36.8883,77.61,76,100,8.21,overcast clouds
358,Itarema,BR,-2.9248,-39.9167,79.9,78,93,10.71,overcast clouds
359,Rancho Palos Verdes,US,33.7445,-118.387,55.99,87,75,5.75,broken clouds
360,Fort Nelson,CA,58.8053,-122.7002,-0.4,78,90,4.61,light snow
361,Novovasylivka,UA,46.8315,35.7536,41.94,87,83,10.54,broken clouds
362,Nelson Bay,AU,-32.7167,152.15,89.01,33,0,6.91,clear sky
363,Wangaratta,AU,-36.3667,146.3333,96.01,15,24,3.44,few clouds
364,Puerto Madryn,AR,-42.7692,-65.0385,65.86,65,13,22.12,few clouds
365,Henties Bay,NA,-22.116,14.2845,71.01,88,100,4.09,moderate rain
366,Matagami,CA,49.7502,-77.6328,-4.0,92,75,8.05,broken clouds
367,Bay Roberts,CA,47.5999,-53.2648,27.0,80,68,5.99,broken clouds
368,Hobyo,SO,5.3505,48.5268,76.37,70,97,20.15,overcast clouds
369,Vostok,RU,46.4856,135.8833,9.91,89,0,2.82,clear sky
370,Roswell,US,34.0232,-84.3616,50.0,46,1,5.44,clear sky
371,Gubkinskiy,RU,64.434,76.5026,-45.83,75,3,8.19,clear sky
372,Sarai Naurang,PK,32.8259,70.7814,43.2,44,0,4.47,clear sky
373,Nantucket,US,41.2835,-70.0995,26.6,46,20,18.41,few clouds
374,Villarrobledo,ES,39.2699,-2.6012,48.99,97,99,14.0,overcast clouds
375,Chauny,FR,49.6151,3.2186,32.0,93,20,8.05,few clouds
376,Karratha,AU,-20.7377,116.8463,85.48,43,0,15.48,clear sky
377,Matamoros,MX,25.5333,-103.25,84.2,15,75,3.44,broken clouds
378,Yulara,AU,-25.2406,130.9889,78.8,73,40,19.57,scattered clouds
379,Cuite,BR,-6.4836,-36.1536,70.86,82,74,16.96,broken clouds
380,Bud,US,39.447,-86.1758,28.0,64,62,6.69,broken clouds
381,Zharkent,KZ,44.1628,80.0,14.38,95,100,4.07,light snow
382,Olafsvik,IS,64.8945,-23.7142,31.93,92,99,37.33,overcast clouds
383,Dir,PK,35.2058,71.8756,26.71,67,0,13.38,clear sky
384,Conde,BR,-7.2597,-34.9075,78.8,83,0,10.36,clear sky
385,Carman,CA,49.4992,-98.0016,21.2,73,100,5.75,overcast clouds
386,Saskylakh,RU,71.9167,114.0833,-34.46,80,49,6.13,scattered clouds
387,Biak,ID,-0.9131,122.8766,78.78,75,100,3.09,overcast clouds
388,Yamada,JP,39.4667,141.95,34.92,83,100,2.3,overcast clouds
389,Albania,AL,41.0,20.0,46.4,81,75,4.61,light rain
390,North Myrtle Beach,US,33.816,-78.68,44.01,42,1,5.75,clear sky
391,Cabedelo,BR,-6.9811,-34.8339,78.8,83,0,10.36,clear sky
392,Broken Hill,AU,-31.95,141.4333,98.6,12,98,19.57,overcast clouds
393,Kerchevskiy,RU,59.946,56.2884,-1.61,92,100,9.91,light snow
394,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,5.0,56,26,11.18,scattered clouds
395,Dzilam Gonzalez,MX,21.2833,-88.9333,75.31,74,9,7.4,clear sky
396,Alofi,NU,-19.0595,-169.9187,84.2,74,51,9.22,light rain
397,Pula,HR,44.8683,13.8481,44.6,93,75,6.91,broken clouds
398,Dawlatabad,AF,36.4141,64.9053,29.37,89,0,7.16,clear sky
399,Ulaanbaatar,MN,47.9077,106.8832,-4.0,77,40,4.63,scattered clouds
400,Tabuk,PH,17.4189,121.4443,72.46,91,100,4.09,overcast clouds
401,Sinop,TR,41.7711,34.8709,38.48,71,65,15.03,broken clouds
402,Valparaiso,CL,-33.0393,-71.6273,62.6,88,20,5.75,few clouds
403,Boca Do Acre,BR,-8.7522,-67.3978,74.62,94,93,1.99,overcast clouds
404,Tecoanapa,MX,16.5167,-98.75,80.6,73,98,6.15,overcast clouds
405,Dilla,ET,6.41,38.31,60.78,69,68,4.03,broken clouds
406,Asosa,ET,10.0667,34.5333,64.54,53,22,2.51,few clouds
407,Qarqin,AF,37.4185,66.0436,32.56,79,0,7.94,clear sky
408,Mar Del Plata,AR,-38.0023,-57.5575,77.0,83,0,8.05,clear sky
409,Snasa,NO,64.2457,12.3778,14.83,93,100,5.68,light snow
410,Cayenne,GF,4.9333,-52.3333,77.0,94,0,2.3,clear sky
411,Zalantun,CN,48.0,122.7167,8.78,88,0,3.62,clear sky
412,Sulangan,PH,11.1373,123.7228,80.8,78,93,3.65,overcast clouds
413,Rawson,AR,-43.3002,-65.1023,65.5,64,33,18.3,scattered clouds
414,Amga,RU,60.8953,131.9608,-48.84,74,100,3.85,overcast clouds
415,Matara,LK,5.9485,80.5353,71.78,90,15,7.81,few clouds
416,Zlocieniec,PL,53.5329,16.0113,28.99,96,100,6.71,light snow
417,Srednekolymsk,RU,67.45,153.6833,-28.41,84,100,9.01,overcast clouds
418,Grindavik,IS,63.8424,-22.4338,30.2,74,40,29.93,scattered clouds
419,Praia Da Vitoria,PT,38.7333,-27.0667,62.6,88,90,24.92,light rain
420,Yabrud,SY,33.9674,36.6574,37.0,59,0,5.75,clear sky
421,Lata,PT,40.1629,-8.3327,55.99,90,90,4.0,overcast clouds
422,Marsa Matruh,EG,31.3525,27.2453,46.4,87,0,0.94,clear sky
423,Oriximina,BR,-1.7656,-55.8661,78.85,74,11,3.24,few clouds
424,Borovichi,RU,58.3878,33.9155,35.02,95,99,6.55,overcast clouds
425,Ivrea,IT,45.4672,7.8762,39.0,80,65,4.38,broken clouds
426,Fujin,CN,47.26,132.0322,4.98,92,27,5.32,scattered clouds
427,Taoudenni,ML,22.6783,-3.9836,64.62,22,0,9.04,clear sky
428,Tupelo,US,34.2576,-88.7034,53.6,32,90,6.91,overcast clouds
429,Redmond,US,47.674,-122.1215,43.0,76,0,3.36,clear sky
430,San Quintin,MX,30.4833,-115.95,58.19,58,79,9.42,broken clouds
431,Asau,RO,46.4333,26.4,37.99,61,91,3.58,overcast clouds
432,Wanxian,CN,30.8039,108.3897,53.82,67,99,5.14,overcast clouds
433,Barra Do Garcas,BR,-15.89,-52.2567,75.16,85,94,3.44,light rain
434,Mandera,KE,3.9366,41.867,79.25,43,53,9.93,broken clouds
435,Bayir,TR,37.2687,28.2167,53.6,94,75,4.61,light rain
436,Buraydah,SA,26.326,43.975,48.2,46,40,4.61,scattered clouds
437,Cotonou,BJ,6.3654,2.4183,80.6,65,100,4.61,haze
438,Diamantino,BR,-14.4086,-56.4461,76.6,75,62,2.82,light rain
439,Eyl,SO,7.9803,49.8164,72.1,72,98,15.57,overcast clouds
440,Mitsamiouli,KM,-11.3847,43.2844,81.28,70,100,3.62,overcast clouds
441,Port Macquarie,AU,-31.4333,152.9167,86.0,40,3,1.99,clear sky
442,Mitu,CO,1.1983,-70.1733,70.93,99,100,1.95,light rain
443,Boma,GH,7.0805,-2.1697,71.01,25,0,2.46,clear sky
444,Galesong,ID,-5.3166,119.3661,78.8,94,20,3.44,few clouds
445,Trinidad,BO,-14.8333,-64.9,77.0,100,75,5.75,light rain
446,Labuhan,ID,-6.8844,112.2051,79.21,83,100,6.31,moderate rain
447,Tessalit,ML,20.1986,1.0114,60.85,23,0,8.39,clear sky
448,Odweyne,SO,9.4092,45.064,64.54,50,45,7.31,scattered clouds
449,Prieska,ZA,-29.6641,22.7474,81.9,38,40,3.44,scattered clouds
450,Wachtberg,DE,50.6213,7.1259,36.0,94,100,4.23,light snow
451,Havelock,US,34.8791,-76.9013,42.01,42,1,9.22,clear sky
452,Erenhot,CN,43.6475,111.9767,11.71,90,0,3.4,clear sky
453,Faya,SA,18.3851,42.4509,51.8,40,3,3.06,clear sky
454,Vanavara,RU,60.34,102.2797,-34.89,82,99,2.01,overcast clouds
455,Kailua,US,21.4022,-157.7394,80.6,65,75,11.5,broken clouds
456,Moron,AR,-34.6534,-58.6198,86.0,48,0,4.0,clear sky
457,Miloslavskoye,RU,53.5815,39.4399,36.0,86,100,5.95,light rain
458,Hunchun,CN,42.8675,130.3581,18.14,93,6,2.89,clear sky
459,Stephenville,US,32.2207,-98.2023,53.6,87,90,6.91,overcast clouds
460,Sant Julia De Loria,AD,42.4625,1.4825,35.01,92,100,3.22,overcast clouds
461,Narsaq,GL,60.9167,-46.05,26.6,31,0,20.71,clear sky
462,Awbari,LY,26.5921,12.7805,46.99,47,0,0.65,clear sky
463,Aquiraz,BR,-3.9014,-38.3911,80.6,83,40,12.66,scattered clouds
464,Kosh-Agach,RU,50.0,88.6667,-16.2,76,97,0.83,overcast clouds
465,Owando,CG,-0.4819,15.8999,73.58,85,94,4.05,overcast clouds
466,Zeya,RU,53.75,127.2667,-18.09,80,22,3.56,few clouds
467,Sao Joaquim,BR,-28.2939,-49.9317,58.46,100,67,3.24,broken clouds
468,Rzhev,RU,56.2624,34.3282,33.22,97,100,7.05,overcast clouds
469,Chiknayakanhalli,IN,13.4172,76.6228,63.59,88,14,6.76,few clouds
470,Baykit,RU,61.67,96.37,-32.6,78,100,2.42,overcast clouds
471,Aksarka,RU,66.5606,67.7975,-39.68,81,14,3.33,few clouds
472,Pachino,IT,36.7186,15.0907,46.0,93,40,2.3,scattered clouds
473,Washington,US,47.5001,-120.5015,34.0,66,0,2.15,clear sky
474,Naze,JP,28.3667,129.4833,66.2,77,75,12.66,broken clouds
475,Cortez,US,37.3489,-108.5859,37.4,81,40,6.91,scattered clouds
476,Bandarbeyla,SO,9.4942,50.8122,72.79,75,78,18.03,broken clouds
477,Sambava,MG,-14.2667,50.1667,76.5,83,45,6.15,light rain
478,Balabac,PH,7.9868,117.0645,79.93,82,30,8.3,scattered clouds
479,Maur,IN,30.0833,75.25,44.49,84,0,5.99,clear sky
480,Tokur,RU,53.1333,132.9,-14.71,91,100,2.19,overcast clouds
481,Batagay-Alyta,RU,67.8006,130.4114,-36.98,76,91,1.39,overcast clouds
482,Zlynka,RU,52.4267,31.7378,32.0,93,90,13.42,mist
483,Chuy,UY,-33.6971,-53.4616,70.63,94,1,7.36,clear sky
484,Shetpe,KZ,44.1667,52.1167,30.42,97,0,9.04,clear sky
485,Atar,MR,20.5169,-13.0499,64.44,22,48,6.55,scattered clouds
486,Altamira,BR,-3.2033,-52.2064,74.28,92,53,3.33,light rain
487,Rio Claro,BR,-22.4114,-47.5614,78.8,78,0,2.3,clear sky
488,Ekuvukeni,ZA,-28.4675,30.1551,64.71,89,0,3.22,clear sky
489,Rudbar,AF,30.15,62.6,33.55,67,1,2.08,clear sky
490,Olinda,BR,-8.0089,-34.8553,78.8,69,40,13.8,scattered clouds
491,Yerofey Pavlovich,RU,53.9667,121.9667,-13.99,84,100,1.01,overcast clouds
492,Danville,US,36.586,-79.395,33.01,43,1,5.08,clear sky
493,Mehamn,NO,71.0357,27.8492,20.28,94,100,24.02,light snow
494,Sao Filipe,CV,14.8961,-24.4956,73.36,70,76,6.62,broken clouds
495,Haian,CN,32.5436,120.45,39.99,79,34,5.68,scattered clouds
496,Zarubino,RU,42.63,131.0922,21.74,95,7,7.16,clear sky
497,Vangaindrano,MG,-23.35,47.6,76.46,89,6,3.38,clear sky
498,Deer Lake,CA,49.1667,-57.4316,26.6,74,90,11.5,light snow
499,Majene,ID,-3.5403,118.9707,78.89,75,100,3.78,overcast clouds
500,Ust-Kalmanka,RU,52.1207,83.305,8.64,94,100,11.43,overcast clouds
501,Port-Gentil,GA,-0.7193,8.7815,77.0,100,90,3.44,light rain
502,Asifabad,IN,19.3667,79.2833,65.53,64,21,3.02,few clouds
503,Morro Bay,US,35.3658,-120.8499,57.0,75,16,5.01,few clouds
504,Bardiyah,LY,31.7561,25.0865,54.37,52,0,9.24,clear sky
505,Charters Towers,AU,-20.1,146.2667,79.81,52,0,11.43,clear sky
506,Vanimo,PG,-2.6741,141.3028,85.39,64,100,1.23,overcast clouds
507,Sur,OM,22.5667,59.5289,65.35,57,0,13.94,clear sky
508,Talnakh,RU,69.4865,88.3972,-35.54,64,54,1.74,broken clouds
509,Tadine,NC,-21.55,167.8833,77.97,81,100,22.37,overcast clouds
510,Boa Vista,BR,2.8197,-60.6733,82.4,65,40,9.22,scattered clouds
511,Slavkov U Brna,CZ,49.1533,16.8765,36.0,87,90,6.91,light rain
512,San Cristobal,VE,7.7669,-72.225,82.4,61,40,4.61,scattered clouds
513,Ahuimanu,US,21.4447,-157.8378,80.6,65,75,11.5,broken clouds
514,Xuddur,SO,4.1213,43.8894,69.85,73,54,17.45,broken clouds
515,Hanmer Springs,NZ,-42.5167,172.8167,68.18,35,96,8.43,overcast clouds
516,Nha Trang,VN,12.25,109.1833,73.4,78,20,4.61,few clouds
517,Maceio,BR,-9.6658,-35.7353,78.8,78,75,4.61,broken clouds
518,Latung,PH,5.5,120.8833,81.54,74,89,6.15,overcast clouds
519,Hovd,MN,48.0056,91.6419,7.54,68,100,6.58,overcast clouds
520,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,84.02,55,54,5.99,broken clouds
521,Tiarei,PF,-17.5333,-149.3333,82.4,69,75,6.91,light rain
522,Villamontes,BO,-21.25,-63.5,77.88,58,39,1.39,scattered clouds
523,Ondjiva,AO,-17.0667,15.7333,68.04,56,100,10.29,overcast clouds
524,North Platte,US,41.1239,-100.7654,28.4,69,90,4.61,overcast clouds
525,Kovdor,RU,67.5662,30.4758,-0.45,93,100,4.85,overcast clouds
526,Chicama,PE,-7.8447,-79.1469,69.8,94,40,9.22,scattered clouds
527,Navirai,BR,-23.065,-54.1906,74.05,91,100,4.54,moderate rain
528,Kenora,CA,49.8167,-94.4337,21.2,86,90,12.66,snow
529,Beidao,CN,34.5686,105.8933,34.39,86,100,2.62,snow
530,Kurmanayevka,RU,52.5093,52.0675,28.18,98,100,6.89,overcast clouds
531,Crystal Beach,CA,42.8699,-79.0583,23.0,50,28,16.11,scattered clouds
532,Alta Floresta,BR,-9.8756,-56.0861,73.74,90,64,2.62,broken clouds
533,Kasongo-Lunda,CD,-6.4667,16.8167,71.17,89,100,0.89,overcast clouds
534,Rosetta,EG,31.4044,30.4164,51.8,87,40,3.44,scattered clouds
535,Kysyl-Syr,RU,63.8986,122.7617,-56.33,58,54,5.06,broken clouds
536,Manono,CD,-7.3,27.4167,70.38,93,100,0.22,light rain
537,Nanortalik,GL,60.1432,-45.2371,22.41,88,0,8.72,clear sky
538,Chaumont,FR,48.1167,5.1333,33.01,89,99,4.0,overcast clouds
539,Krasnoye,UA,49.9145,24.6134,35.6,93,0,6.71,clear sky
540,Chillicothe,US,39.3331,-82.9824,27.0,68,1,3.24,clear sky
541,Omsukchan,RU,62.5333,155.8,-32.35,80,100,4.23,overcast clouds
542,Kashan,IR,33.9831,51.4364,34.54,72,88,3.94,overcast clouds
543,Rio Grande,BR,-32.035,-52.0986,75.99,86,72,1.01,broken clouds
544,Waddan,LY,29.1614,16.139,54.59,38,0,4.79,clear sky
545,Beloha,MG,-25.1667,45.05,76.12,88,80,7.27,broken clouds
546,Sidi Ali,DZ,36.0998,0.4206,51.39,87,46,15.43,scattered clouds
547,Ketchikan,US,55.3422,-131.6461,33.8,93,90,5.75,mist
548,Denpasar,ID,-8.65,115.2167,80.6,83,20,3.44,few clouds
549,Aguimes,ES,27.9054,-15.4461,64.4,77,75,10.36,broken clouds
550,Ayan,RU,56.45,138.1667,-19.7,73,0,15.73,clear sky
551,Ngaoundere,CM,7.3167,13.5833,63.34,29,74,4.21,broken clouds
552,Miri,MY,4.4148,114.0089,78.8,94,20,3.44,few clouds
553,Colesberg,ZA,-30.72,25.0972,78.91,39,97,12.06,overcast clouds
554,Mainpuri,IN,27.2333,79.0167,51.76,56,0,1.74,clear sky
555,Bilibino,RU,68.0546,166.4372,-26.82,82,100,2.48,overcast clouds
556,Porto Novo,BJ,6.4965,2.6036,80.6,65,100,4.61,haze
557,Boguchany,RU,58.3814,97.4531,-10.16,88,100,2.59,overcast clouds
558,Christchurch,NZ,-43.5333,172.6333,73.99,35,99,11.5,overcast clouds
559,Doka,SD,13.5167,35.7667,73.22,51,17,9.22,few clouds
560,Yinchuan,CN,38.4681,106.2731,27.48,87,70,6.2,broken clouds
561,Havoysund,NO,70.9963,24.6622,12.2,73,40,6.91,light snow
562,Broome,US,42.2506,-75.833,19.0,73,90,12.66,light snow
563,Thaba Nchu,ZA,-29.2093,26.839,64.4,82,8,4.61,clear sky
564,El Progreso,HN,15.4,-87.8,80.6,74,75,14.97,broken clouds
565,Marienburg,PL,54.0359,19.0266,34.0,93,90,12.66,overcast clouds
566,Diapaga,BF,12.0708,1.7889,69.28,20,57,6.49,broken clouds
567,Normandin,CA,48.8333,-72.5321,8.6,72,56,21.85,broken clouds
568,Gat,IL,31.61,34.7642,48.99,51,0,1.14,clear sky
569,Nam Som,TH,17.7704,102.1895,66.99,100,75,1.9,mist
570,Jadu,LY,31.953,12.0261,47.28,54,2,7.34,clear sky
571,Moree,AU,-29.4667,149.85,82.4,39,0,12.66,clear sky
572,Coihueco,CL,-36.6167,-71.8333,77.0,53,8,8.05,clear sky
573,Sirjan,IR,29.452,55.6814,31.93,77,7,1.88,clear sky
574,Naryan-Mar,RU,67.6713,53.087,-13.76,86,100,13.89,overcast clouds
575,Lubbock,US,33.6001,-101.8338,55.4,62,75,13.8,broken clouds
576,Robertsport,LR,6.7533,-11.3686,79.39,84,9,9.69,clear sky
577,Riyadh,SA,24.6877,46.7219,46.4,36,0,3.42,clear sky
578,Bemidji,US,47.4736,-94.8803,21.99,93,90,9.22,light snow
579,Kuryk,KZ,43.2,51.65,36.48,83,5,14.85,clear sky
580,Matiri,TZ,-10.75,34.9,62.4,100,100,2.3,light rain
581,Mogadishu,SO,2.0371,45.3438,75.6,83,77,17.65,broken clouds
582,Ewa Beach,US,21.3156,-158.0072,82.4,54,1,13.8,clear sky
583,Wuchang,CN,44.9143,127.15,11.62,94,0,2.04,clear sky
584,Inhambane,MZ,-23.865,35.3833,80.26,85,100,15.61,moderate rain
585,Idrinskoye,RU,54.3708,92.1358,-1.23,88,99,3.15,overcast clouds
586,Petropavlivka,UA,48.4564,36.4367,39.52,89,100,11.21,overcast clouds
587,Jutai,BR,-5.1833,-68.9,74.43,95,100,1.25,light rain
588,Newport,GB,51.5877,-2.9984,30.0,89,42,3.91,scattered clouds
589,Santa Cruz,BO,-17.8,-63.1667,75.2,83,75,5.75,broken clouds
590,Jiblah,YE,13.9216,44.1467,55.51,47,51,4.83,broken clouds
591,Ishigaki,JP,24.3448,124.1572,64.4,72,40,12.66,scattered clouds
592,Carpinteria,US,34.3989,-119.5185,51.01,58,91,5.14,overcast clouds
593,Mumford,GH,5.2618,-0.759,78.75,88,19,8.7,few clouds
594,Vardo,NO,70.3705,31.1107,21.43,96,100,28.63,light snow
595,Tiznit,MA,29.5833,-9.5,57.6,73,70,0.94,broken clouds
596,Taltal,CL,-25.4,-70.4833,66.72,71,19,3.98,few clouds
597,Bloomfield,US,40.8068,-74.1854,28.4,36,1,12.66,clear sky
598,Picos,BR,-7.0769,-41.4669,75.58,66,92,2.71,overcast clouds
599,Aquin,HT,18.2833,-73.4,75.15,78,22,2.08,few clouds
600,Honningsvag,NO,70.9821,25.9704,22.46,92,100,31.47,overcast clouds
601,Waitati,NZ,-45.75,170.5667,66.0,63,95,1.99,overcast clouds
602,Kokstad,ZA,-30.5472,29.4241,65.05,75,49,3.11,scattered clouds
603,Touros,BR,-5.1989,-35.4608,78.8,78,40,8.05,light rain
604,Hakkari,TR,37.5833,44.1667,14.4,58,16,1.74,few clouds
605,La Ronge,CA,55.1001,-105.2842,-20.2,76,66,2.3,broken clouds
606,Half Moon Bay,US,37.4636,-122.4286,55.4,76,1,11.5,clear sky
607,Bundaberg,AU,-24.85,152.35,82.4,47,90,14.97,overcast clouds
608,Klaksvik,FO,62.2266,-6.589,33.8,93,90,31.07,light rain
609,Farah,AF,32.5,62.5,29.88,70,0,1.63,clear sky
610,Tres Lagoas,BR,-20.7511,-51.6783,75.45,83,98,6.13,overcast clouds
611,Kushima,JP,31.4583,131.2333,57.2,88,75,8.05,mist
612,San Andres,CO,12.5847,-81.7006,78.8,89,40,9.22,scattered clouds
613,Amarante Do Maranhao,BR,-5.5667,-46.7422,73.85,90,87,4.52,light rain
614,Petawawa,CA,45.9001,-77.3328,5.0,66,1,10.36,clear sky
615,Jacareacanga,BR,-6.2222,-57.7528,74.79,93,88,1.7,overcast clouds
616,Arroyo,ES,41.6096,-4.7969,46.99,87,90,23.02,overcast clouds
617,Vagay,RU,57.9375,69.0217,-38.83,81,8,1.92,clear sky
618,Placerville,US,38.7296,-120.7986,51.01,76,40,4.61,scattered clouds
619,Bowen,AU,-20.0167,148.2333,82.4,57,40,17.27,scattered clouds
620,Katherine,AU,-14.4667,132.2667,82.4,78,75,9.22,broken clouds
621,Baturaja,ID,-4.1333,104.1667,74.16,94,99,1.9,overcast clouds
622,Yaan,NG,7.3833,8.5667,76.19,18,94,5.26,overcast clouds
623,Camana,PE,-16.6228,-72.7111,71.53,73,66,4.74,broken clouds
624,Qui Nhon,VN,13.7667,109.2333,68.22,89,17,5.93,few clouds
625,Icod De Los Vinos,ES,28.3724,-16.7119,59.0,50,99,8.37,overcast clouds
626,Kulhudhuffushi,MV,6.6221,73.07,81.52,73,37,8.66,scattered clouds
627,Ust-Kulom,RU,61.6864,53.6902,-3.78,91,100,10.2,light snow
628,Bonavista,CA,48.6499,-53.1147,27.0,86,64,14.97,broken clouds
629,Sibiti,CG,-3.6819,13.3499,69.31,99,100,2.8,light rain
630,Melnikovo,RU,56.5558,84.085,-17.0,81,92,3.0,overcast clouds
631,Pozo Colorado,PY,-23.4923,-58.7972,81.07,69,51,2.82,light rain
632,Orzhytsya,UA,49.7918,32.7012,37.99,97,99,9.6,overcast clouds
633,Dingtao,CN,35.0683,115.5625,37.4,72,97,5.14,overcast clouds
634,Playas,EC,-2.6333,-80.3833,77.4,80,56,7.94,broken clouds
635,Pahrump,US,36.2083,-115.9839,53.01,42,93,1.01,overcast clouds
636,Carbonia,IT,39.1672,8.5222,55.99,71,20,9.22,few clouds
637,Isabela,PH,6.7085,121.9711,82.4,83,75,3.44,broken clouds
638,Kuytun,RU,54.3419,101.5036,-2.54,91,100,1.72,overcast clouds
639,Paracuru,BR,-3.41,-39.0306,81.0,78,79,15.99,broken clouds
640,Beausejour,CA,50.0622,-96.5167,23.0,74,100,5.75,light snow
641,Gombong,ID,-7.6072,109.5142,60.01,10,80,2.21,broken clouds
642,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.86,86,25,3.42,light rain
643,Aljezur,PT,37.3191,-8.8033,59.0,100,99,5.01,overcast clouds
644,Tornio,FI,65.8481,24.1466,12.2,92,90,11.5,light snow
645,Jalu,LY,29.0331,21.5482,49.44,48,0,9.19,clear sky
646,Usinsk,RU,65.9939,57.5281,-16.87,85,98,10.38,overcast clouds
647,Gisborne,NZ,-38.6533,178.0042,80.01,61,46,3.0,scattered clouds
648,Ust-Maya,RU,60.4167,134.5333,-43.98,78,100,3.8,overcast clouds
649,Komsomolskiy,UZ,40.4272,71.7189,23.0,50,65,9.22,broken clouds
650,Huayucachi,PE,-12.1333,-75.2333,54.82,69,87,5.55,moderate rain
651,Weyburn,CA,49.6668,-103.8511,-4.0,71,40,10.36,scattered clouds
652,Riachao,BR,-7.3619,-46.6172,75.63,74,3,5.66,clear sky
653,Fortuna Foothills,US,32.6578,-114.4119,62.6,42,1,8.95,clear sky
654,Tutoia,BR,-2.7619,-42.2744,77.77,88,100,11.61,overcast clouds
655,Beringovskiy,RU,63.05,179.3167,-7.29,88,3,2.04,clear sky
656,Gushikawa,JP,26.3544,127.8686,66.2,72,40,18.41,scattered clouds
657,Dwarka,IN,22.2394,68.9678,67.62,49,0,11.88,clear sky
658,Dosso,NE,13.049,3.1937,68.4,21,16,8.48,few clouds
659,Ojinaga,MX,29.5667,-104.4167,66.2,37,1,5.75,clear sky
660,Bainbridge,US,47.6262,-122.5212,43.0,56,1,5.75,clear sky
661,Dalvik,IS,65.9702,-18.5286,30.2,86,90,21.85,snow
662,Curvelo,BR,-18.7564,-44.4308,70.16,73,8,7.94,clear sky
663,Ken Caryl,US,39.5773,-105.1169,39.99,52,53,1.01,broken clouds
664,Qaqortoq,GL,60.7167,-46.0333,26.6,31,0,20.71,clear sky
665,Chuka,KE,-0.3332,37.6459,60.39,75,64,3.78,broken clouds
666,San Jose De Guanipa,VE,8.8872,-64.1651,78.06,70,96,13.76,overcast clouds
667,Manta,EC,-0.95,-80.7333,80.6,83,40,5.75,scattered clouds
668,Poum,NC,-20.2333,164.0167,81.77,76,100,15.21,overcast clouds
669,Moose Factory,CA,51.2585,-80.6094,-7.6,71,1,5.75,clear sky
670,Severnoye,RU,56.3491,78.3619,-43.64,79,16,5.66,few clouds
671,Harper,LR,4.375,-7.7169,78.17,86,16,7.83,few clouds
672,Birnin Kebbi,NG,12.4539,4.1975,69.91,20,88,10.2,overcast clouds
673,Aksu,CN,41.1231,80.2644,18.27,87,1,4.03,clear sky
674,Balikpapan,ID,-1.2675,116.8289,78.8,83,40,3.44,scattered clouds
675,Yangambi,CD,0.8102,24.4336,72.03,72,100,1.63,overcast clouds
676,Batticaloa,LK,7.7102,81.6924,75.58,77,89,7.72,overcast clouds
677,Varhaug,NO,58.6147,5.6457,30.99,93,0,1.14,clear sky
678,Sinnamary,GF,5.3833,-52.95,77.56,88,100,11.77,overcast clouds
679,Rantauprapat,ID,2.1,99.8333,74.7,90,82,0.85,broken clouds
680,Mana,GF,5.6592,-53.7767,77.5,89,96,11.01,overcast clouds
681,Lincoln,US,40.8,-96.667,28.99,80,90,3.44,snow
682,Churapcha,RU,62.0025,132.4325,-49.97,74,100,7.2,overcast clouds
683,Puri,IN,19.8,85.85,66.2,94,20,5.14,fog
684,Yenagoa,NG,4.9247,6.2642,76.33,85,100,4.12,overcast clouds
685,Auki,SB,-8.7676,160.7034,85.33,60,74,6.42,broken clouds
